"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
adexi_i_1,adexi,,radio,"I have a tendency to do things without first thinking about what could happen","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_i_2,adexi,,radio,"I sometimes have difficulty stopping myself from doing something that I like even though someone tells me that it is not allowed.","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_wm_5,adexi,,radio,"When someone asks me to do several things, I sometimes remember only the first or last","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_i_3,adexi,,radio,"I sometimes have difficulty refraining from smiling or laughing in situations where it is inappropriate","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_wm_7,adexi,,radio,"I have difficulty coming up with a different way of solving a problem when I get stuck","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_wm_8,adexi,,radio,"When someone asks me to fetch something, I sometimes forget what I am supposed to fetch","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_wm_9,adexi,,radio,"I have difficulty planning for an activity (e.g., remembering to bring everything necessary when going on a trip/to work/to school)","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_i_4,adexi,,radio,"I sometimes have difficulty stopping an activity that I like (e.g., I watch TV or sit in front of the computer in the evening even though it is time to go to bed)","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_wm_11,adexi,,radio,"I sometimes have difficulty understanding verbal instructions unless I am also shown how to do something","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_wm_12,adexi,,radio,"I have difficulties with tasks or activities that involve several steps","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_wm_13,adexi,,radio,"I have difficulty thinking ahead or learning from experience","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_i_5,adexi,,radio,"People that I meet sometimes seem to think that I am more lively/wilder compared to other people my age","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
scaared_pa_so_1,scaared,,radio,"When I feel nervous, it is hard for me to breathe.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_pa_so_2,scaared,,radio,"I get headaches when I am at school, at work or in public places.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_soc_1,scaared,,radio,"I don't like to be with people I don't know well.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_sep_1,scaared,,radio,"I get nervous if I sleep away from home.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_ga_1,scaared,,radio,"I worry about people liking me.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_pa_so_3,scaared,,radio,"When I get anxious, I feel like passing out.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_ga_2,scaared,,radio,"I am nervous.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_ga_3,scaared,,radio,"It is hard for me to stop worrying.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_pa_so_4,scaared,,radio,"People tell me that I look nervous.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_soc_2,scaared,,radio,"I feel nervous with people I don't know well.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_pa_so_5,scaared,,radio,"I get stomachaches at school, at work, or in public places.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_pa_so_6,scaared,,radio,"When I get anxious, I feel like I'm going crazy.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_sep_2,scaared,,radio,"I worry about sleeping alone.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_ga_4,scaared,,radio,"I worry about being as good as other people.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_pa_so_7,scaared,,radio,"When I get anxious, I feel like things are not real.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_sep_3,scaared,,radio,"I have nightmares about something bad happening to my family.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_pa_so_8,scaared,,radio,"I worry about going to work or school, or to public places.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_pa_so_9,scaared,,radio,"When I get anxious, my heart beats fast.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_pa_so_10,scaared,,radio,"I get shaky.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_sep_4,scaared,,radio,"I have nightmares about something bad happening to me.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_ga_5,scaared,,radio,"I worry about things working out for me.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_pa_so_11,scaared,,radio,"When I get anxious, I sweat a lot.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_ga_6,scaared,,radio,"I am a worrier.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_ga_7,scaared,,radio,"When I worry a lot, I have trouble sleeping.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_pa_so_12,scaared,,radio,"I get really frightened for no reason at all.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_sep_5,scaared,,radio,"I am afraid to be alone in the house.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_soc_3,scaared,,radio,"It is hard for me to talk with people I don't know well.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_pa_so_13,scaared,,radio,"When I get anxious, I feel like I'm choking.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_ga_8,scaared,,radio,"People tell me that I worry too much.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_sep_6,scaared,,radio,"I don't like to be away from my family.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_ga_9,scaared,,radio,"When I worry a lot, I feel restless.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_pa_so_14,scaared,,radio,"I am afraid of having anxiety (or panic) attacks.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_sep_7,scaared,,radio,"I worry that something bad might happen to my family.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_soc_4,scaared,,radio,"I feel shy with people I don't know well.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_ga_10,scaared,,radio,"I worry about what is going to happen in the future.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_pa_so_15,scaared,,radio,"When I get anxious, I feel like throwing up.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_ga_11,scaared,,radio,"I worry about how well I do things.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_pa_so_16,scaared,,radio,"I am afraid to go outside or to crowded places by myself.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_ga_12,scaared,,radio,"I worry about things that have already happened.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_pa_so_17,scaared,,radio,"When I get anxious, I feel dizzy.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_soc_5,scaared,,radio,"I feel nervous when I am with other people and I have to do something while they watch me (for example: speak, play a sport.)","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_soc_6,scaared,,radio,"I feel nervous when I go to parties, dances, or any place where there will be people that I don't know well.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_soc_7,scaared,,radio,"I am shy.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_ga_13,scaared,,radio,"When I worry a lot, I feel irritable.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
aq_1,aq,"Please tick one option per question.
",radio,"I often notice small sounds when others do not","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq_2,aq,,radio,"I usually concentrate more on the whole picture, rather than the small details","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq_3,aq,,radio,"I find it easy to do more than one thing at once","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq_4,aq,,radio,"If there is an interruption, I can switch back to what I was doing very quickly","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq_5,aq,,radio,"I find it easy to 'read between the lines' when someone is talking to me","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq_6,aq,,radio,"I know how to tell if someone listening to me is getting bored","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq_7,aq,,radio,"When I'm reading a story I find it difficult to work out the characters' intentions","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq_8,aq,,radio,"I like to collect information about categories of things (e.g. types of car, types of bird, types of train, types of plant etc)","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq_9,aq,,radio,"I find it easy to work out what someone is thinking or feeling just by looking at their face","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq_10,aq,,radio,"I find it difficult to work out people's intentions","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
ari_1,ari,"In the last SEVEN (7) DAYS and compared to others of the same age, how well does each of the following
statements describe your behavior or feelings? Please try to answer all questions.",radio,"Am easily annoyed by others.","0, Not true | 1, Somewhat true | 2, Certainly true",,,,,,,y,,,ari,,
ari_2,ari,,radio,"Often lose my temper.","0, Not true | 1, Somewhat true | 2, Certainly true",,,,,,,y,,,ari,,
ari_3,ari,,radio,"Stay angry for a long time.","0, Not true | 1, Somewhat true | 2, Certainly true",,,,,,,y,,,ari,,
ari_4,ari,,radio,"Am angry most of the time.","0, Not true | 1, Somewhat true | 2, Certainly true",,,,,,,y,,,ari,,
ari_5,ari,,radio,"Get angry frequently.","0, Not true | 1, Somewhat true | 2, Certainly true",,,,,,,y,,,ari,,
ari_6,ari,,radio,"Lose temper easily.","0, Not true | 1, Somewhat true | 2, Certainly true",,,,,,,y,,,ari,,
ari_7,ari,,radio,"Overall irritability causes me problems.","0, Not true | 1, Somewhat true | 2, Certainly true",,,,,,,y,,,ari,,
ierq_sm_1,ierq,,radio,"It makes me feel better to learn how others dealt with their emotions.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_pt_1,ierq,,radio,"It helps me deal with my depressed mood when others point out that things aren't as bad as they seem.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_epa_1,ierq,,radio,"I like being around others when I'm excited to share my joy.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_s_1,ierq,,radio,"I look for other people to offer me compassion when I'm upset.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_sm_2,ierq,,radio,"Hearing another person's thoughts on how to handle things helps me when I am worried.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_epa_2,ierq,,radio,"Being in the presence of certain other people feels good when I'm elated.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_pt_2,ierq,,radio,"Having people remind me that others are worse off helps me when I'm upset.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_epa_3,ierq,,radio,"I like being in the presence of others when I feel positive because it magnifies the good feeling.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_s_2,ierq,,radio,"Feeling upset often causes me to seek out others who will express sympathy.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_pt_3,ierq,,radio,"When I am upset, others make me feel better by making me realize that things could be a lot worse.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_sm_3,ierq,,radio,"Seeing how others would handle the same situation helps me when I am frustrated.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_s_3,ierq,,radio,"I look to others for comfort when I feel upset.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_epa_4,ierq,,radio,"Because happiness is contagious, I seek out other people when I'm happy.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_pt_4,ierq,,radio,"When I am annoyed, others can soothe me by telling me not to worry.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_sm_4,ierq,,radio,"When I'm sad, it helps me to hear how others have dealt with similar feelings.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_s_4,ierq,,radio,"I look to other people when I feel depressed just to know that I am loved.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_pt_5,ierq,,radio,"Having people telling me not to worry can calm me down when I am anxious.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_epa_5,ierq,,radio,"When I feel elated, I seek out other people to make them happy.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_s_5,ierq,,radio,"When I feel sad, I seek out others for consolation.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
ierq_sm_5,ierq,,radio,"If I'm upset, I like knowing what other people would do if they were in my situation.","1, Not true for me at all | 2, A little bit | 3, Moderately | 4, Quite a bit | 5, Extremely true for me",,,,,,,y,,,ierq,,
baars_inat_1,baars,,radio,"Fail to give close attention to details or make careless mistakes in my work or other activities","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_inat_2,baars,,radio,"Difficulty sustaining my attention in tasks or fun activities","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_inat_3,baars,,radio,"Don't listen when spoken to directly","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_inat_4,baars,,radio,"Don't follow through on instructions and fail to finish work or chores.","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_inat_5,baars,,radio,"Have difficulty organizing tasks and activities","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_inat_6,baars,,radio,"Avoid, dislike, or am reluctant to engage in tasks that require sustained mental effort","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_inat_7,baars,,radio,"Lose things necessary for tasks or activities","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_inat_8,baars,,radio,"Easily distracted by extraneous stimuli or irrelevant thoughts.","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_inat_9,baars,,radio,"Forgetful in daily activities","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_hyp_1,baars,,radio,"Fidget with hands or feet or squirm in seat","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_hyp_2,baars,,radio,"Leave my seat in classrooms or in other situations in which remaining seated is expected","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_hyp_3,baars,,radio,"Shift around excessively or feel restless or hemmed in","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_hyp_4,baars,,radio,"Have difficulty engaging in leisure activities quietly (feel uncomfortable, or am loud or noisy)","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_hyp_5,baars,,radio,"I am ""on the go"" or act as if ""driven by a motor"" (or I feel like I have to be busy or always doing something)","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_imp_1,baars,,radio,"Talk excessively (in social situations)","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_imp_2,baars,,radio,"Blurt out answers before questions have been completed, complete others' sentences, or jump the gun","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_imp_3,baars,,radio,"Have difficulty awaiting my turn","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_imp_4,baars,,radio,"Interrupt or intrude on others (butt into conversations or activities without permission or take over what others are doing)","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_slug_1,baars,,radio,"Prone to daydreaming when I should have been concentrating on something or working","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_slug_2,baars,,radio,"Have trouble staying alert or awake in boring situations","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_slug_3,baars,,radio,"Easily confused","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_slug_4,baars,,radio,"Easily bored","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_slug_5,baars,,radio,"Spacey or ""in a fog""","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_slug_6,baars,,radio,"Lethargic, more tired than others","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_slug_7,baars,,radio,"Underactive or have less energy than others","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_slug_8,baars,,radio,"Slow moving","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
baars_slug_9,baars,,radio,"I don't seem to process information as quickly or as accurately as others.","1, Never or rarely | 2, Sometimes | 3, Often | 4, Very often",,,,,,,y,,,baars,,
panas_n_describe,rtq,,notes,"Recall the last time you felt especially distressed or upset. Briefly describe this situation in terms of what happened and what you did.",,,,,,,,y,,,,,
panas_n_1,rtq,"Think about how you felt at the time of the situation. Rate how strongly you felt each of the following emotions:",radio,Distressed,"1, Very slightly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,panas_n,,
panas_n_2,rtq,,radio,Upset,"1, Very slightly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,panas_n,,
panas_n_3,rtq,,radio,Guilty,"1, Very slightly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,panas_n,,
panas_n_4,rtq,,radio,Scared,"1, Very slightly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,panas_n,,
panas_n_5,rtq,,radio,Hostile,"1, Very slightly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,panas_n,,
panas_n_6,rtq,,radio,Irritable,"1, Very slightly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,panas_n,,
panas_n_7,rtq,,radio,Ashamed,"1, Very slightly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,panas_n,,
panas_n_8,rtq,,radio,Nervous,"1, Very slightly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,panas_n,,
panas_n_9,rtq,,radio,Jittery,"1, Very slightly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,panas_n,,
panas_n_10,rtq,,radio,Afraid,"1, Very slightly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely",,,,,,,y,,,panas_n,,
rtq_nt_1,rtq,"Please answer the following questions in relation to the situation you have just described. How true (1-5) are each of these statements with respect to your experience after the situation?",radio,"I had thoughts or images about the situation that occurred over and over again, that resulted in my feelings getting worse and worse.","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_rt_1,rtq,,radio,"There was nothing more I could do about the situation, so I didn't think about it anymore.","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_nt_2,rtq,,radio,"I listened to sad music","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_nt_3,rtq,,radio,"I had thoughts or images about turning the clock back to do something again, but doing it better.","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_nt_4,rtq,,radio,"I had thoughts or images about all my shortcomings, failings, faults, mistakes.","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_nt_5,rtq,,radio,"I went some place alone to think about my feelings.","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_nt_6,rtq,,radio,"My thoughts overwhelmed me","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_nt_7,rtq,,radio,"I had thoughts or images like ""Why do I have problems other people don't have?""","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_nt_8,rtq,,radio,"When I was under pressure, I thought a lot about the situation","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_nt_9,rtq,,radio,"I had thoughts or images about a past event that came into my head even when I did not wish to think about it again","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_nt_10,rtq,,radio,"I had thoughts or images that ""I won't be able to do my job/work because I feel so badly.""","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_nt_11,rtq,,radio,"I went away by myself and thought about why I felt this way.","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_nt_12,rtq,,radio,"I had thoughts or images about the situation that resulted in me avoiding similar situations and that reinforced a decision to avoid similar situations.","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_rt_2,rtq,,radio,"I found it easy to dismiss distressing thoughts about the situation","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_nt_13,rtq,,radio,"I had thoughts or images like ""Why can't I get going?""","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_nt_14,rtq,,radio,"I had thoughts or images of the situation that were difficult to forget.","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_nt_15,rtq,,radio,"I was always thinking about something.","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_rt_3,rtq,,radio,"I didn't tend to think about it (the situation)","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_nt_16,rtq,,radio,"Once I started thinking about the situation, I couldn't stop.","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_rt_4,rtq,,radio,"I didn't have enough time to do everything, so I didn't think about it","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
rtq_nt_17,rtq,,radio,"I had thoughts or images about how alone I felt.","1, Not true at all | 2,  | 3, Somewhat true | 4,  | 5, Very true",,,,,,,y,,,rtq,,
