"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ambi_i13_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"Do you usually enjoy going to social events with large crowds of people?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever",,,,,,,y,,,ambi_1b,,
ambi_i14_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"Would you tend to choose solitary leisure activities over spending time with close friends?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever",,,,,,,y,,,ambi_1b,,
ambi_i15_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"Do you prefer to be surrounded by lively activity rather than a quiet gathering?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever",,,,,,,y,,,ambi_1b,,
ambi_i16_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"If physically able, would you enjoy adventure holidays with some element of risk?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever",,,,,,,y,,,ambi_1b,,
rmbi_i1_s1_r1_e1,ambirmbi_s1_r1_e1,"Please answer the following questions by considering how you usually felt, behaved or reacted as a child before the age of 13 (i.e. before high school). If you have no memory at all for a particular question, tick the option provided.",radio,"When unfamiliar visitors came to your home, would you hide or leave the room?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
rmbi_i2_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"At school, did you tend to stand back and watch other children play?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
rmbi_i3_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"Were you reluctant to go to school on your first day or the first day after holidays?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
rmbi_i4_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"Did you prefer parties with crowds of children rather than small gatherings?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
rmbi_i5_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"Were you always 'on the go'?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
rmbi_i6_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"When unfamiliar visitors came to your home, did you feel fearful or nervy?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
rmbi_i7_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"When you went on outings with your family to new places, would you tend to wander off?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
rmbi_i8_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"Were you fearful around other people's pets?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
rmbi_i9_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"At school, did you find it difficult to approach and play with new children?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
rmbi_i10_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"When you went on outings with your family to new places, would you spend most of the time next to your mother or father (or caregiver)?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
rmbi_i11_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"Did you want to be surrounded by people and activity?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
rmbi_i12_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"Do you consider that you were a shy child?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
rmbi_i13_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"Did you tend to take risks during play, sport or other physical activities?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
rmbi_i14_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"Was it difficult for you to stand up in front of the class?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
rmbi_i15_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"Were you outgoing and talkative with other children?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
rmbi_i16_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"When you went on outings with your family to new places, would you become quiet or 'freeze up'?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
rmbi_i17_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"Did you cry during the school day?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
rmbi_i18_s1_r1_e1,ambirmbi_s1_r1_e1,,radio,"When unfamiliar visitors came to your home, would you cling to your mother or father (or caregiver)?","2, Yes / Most of the time | 1, Some of the time | 0, No / Hardly ever | 00, Do not really remember at all",,,,,,,y,,,rmbi,,
adexi_b_i1_s1_r1_e1,adexi_b_s1_r1_e1,,radio,"I have difficulty remembering lengthy instructions","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_b_i2_s1_r1_e1,adexi_b_s1_r1_e1,,radio,"I have difficulty remembering what I am doing in the middle of an activity","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_b_i3_s1_r1_e1,adexi_b_s1_r1_e1,,radio,"I have a tendency to do things without first thinking about what could happen","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_b_i4_s1_r1_e1,adexi_b_s1_r1_e1,,radio,"I have difficulty stopping myself from doing something that I like even though someone tells me that it is not allowed.","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_b_i5_s1_r1_e1,adexi_b_s1_r1_e1,,radio,"When someone asks me to do several things, I remember only the first or last","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_b_i6_s1_r1_e1,adexi_b_s1_r1_e1,,radio,"I have difficulty refraining from smiling or laughing in situations where it is inappropriate","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_b_i7_s1_r1_e1,adexi_b_s1_r1_e1,,radio,"I have difficulty coming up with a different way of solving a problem when I get stuck","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_b_i8_s1_r1_e1,adexi_b_s1_r1_e1,,radio,"When someone asks me to fetch something, I forget what I am supposed to fetch","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_b_i9_s1_r1_e1,adexi_b_s1_r1_e1,,radio,"I have difficulty planning for an activity (e.g., remembering to bring everything necessary when going on a trip/to work/to school)","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_b_i10_s1_r1_e1,adexi_b_s1_r1_e1,,radio,"I have difficulty stopping an activity that I like (e.g., I watch TV or sit in front of the computer in the evening even though it is time to go to bed)","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_b_i11_s1_r1_e1,adexi_b_s1_r1_e1,,radio,"I have difficulty understanding verbal instructions unless I am also shown how to do something","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_b_i12_s1_r1_e1,adexi_b_s1_r1_e1,,radio,"I have difficulties with tasks or activities that involve several steps","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_b_i13_s1_r1_e1,adexi_b_s1_r1_e1,,radio,"I have difficulty thinking ahead or learning from experience","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
adexi_b_i14_s1_r1_e1,adexi_b_s1_r1_e1,,radio,"People that I meet seem to think that I am more lively/wilder compared to other people my age","1, Definitely not true | 2, Not true | 3, Partially true | 4, True | 5, Definitely true",,,,,,,y,,,adexi,,
scaared_b_i1_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"When I feel nervous, it is hard for me to breathe.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i2_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I get headaches when I am at school, at work or in public places.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i3_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I don't like to be with people I don't know well.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i4_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I get nervous if I sleep away from home.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i5_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I worry about people liking me.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i6_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"When I get anxious, I feel like passing out.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i7_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I am nervous.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i8_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"It is hard for me to stop worrying.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i9_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"People tell me that I look nervous.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i10_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I feel nervous with people I don't know well.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i11_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I get stomachaches at school, at work, or in public places.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i12_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"When I get anxious, I feel like I'm going crazy.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i13_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I worry about sleeping alone.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i14_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I worry about being as good as other people.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i15_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"When I get anxious, I feel like things are not real.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i16_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I have nightmares about something bad happening to my family.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i17_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I worry about going to work or school, or to public places.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i18_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"When I get anxious, my heart beats fast.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i19_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I get shaky.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i20_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I have nightmares about something bad happening to me.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i21_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I worry about things working out for me.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i22_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"When I get anxious, I sweat a lot.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i23_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I am a worrier.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i24_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"When I worry a lot, I have trouble sleeping.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i25_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I get really frightened for no reason at all.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i26_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I am afraid to be alone in the house.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i27_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"It is hard for me to talk with people I don't know well.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i28_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"When I get anxious, I feel like I'm choking.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i29_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"People tell me that I worry too much.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i30_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I don't like to be away from my family.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i31_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"When I worry a lot, I feel restless.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i32_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I am afraid of having anxiety (or panic) attacks.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i33_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I worry that something bad might happen to my family.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i34_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I feel shy with people I don't know well.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i35_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I worry about what is going to happen in the future.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i36_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"When I get anxious, I feel like throwing up.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i37_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I worry about how well I do things.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i38_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I am afraid to go outside or to crowded places by myself.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i39_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I worry about things that have already happened.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i40_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"When I get anxious, I feel dizzy.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i41_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I feel nervous when I am with other people and I have to do something while they watch me (for example: speak, play a sport.)","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i42_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I feel nervous when I go to parties, dances, or any place where there will be people that I don't know well.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i43_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"I am shy.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
scaared_b_i44_s1_r1_e1,scaared_b_s1_r1_e1,,radio,"When I worry a lot, I feel irritable.","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",,,,,,,y,,,scaared,,
aq10_i1_s1_r1_e1,aq10_s1_r1_e1,"Please tick one option per question.
",radio,"I often notice small sounds when others do not","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq10_i2_s1_r1_e1,aq10_s1_r1_e1,,radio,"I usually concentrate more on the whole picture, rather than the small details","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq10_i3_s1_r1_e1,aq10_s1_r1_e1,,radio,"I find it easy to do more than one thing at once","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq10_i4_s1_r1_e1,aq10_s1_r1_e1,,radio,"If there is an interruption, I can switch back to what I was doing very quickly","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq10_i5_s1_r1_e1,aq10_s1_r1_e1,,radio,"I find it easy to 'read between the lines' when someone is talking to me","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq10_i6_s1_r1_e1,aq10_s1_r1_e1,,radio,"I know how to tell if someone listening to me is getting bored","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq10_i7_s1_r1_e1,aq10_s1_r1_e1,,radio,"When I'm reading a story I find it difficult to work out the characters' intentions","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq10_i8_s1_r1_e1,aq10_s1_r1_e1,,radio,"I like to collect information about categories of things (e.g. types of car, types of bird, types of train, types of plant etc)","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq10_i9_s1_r1_e1,aq10_s1_r1_e1,,radio,"I find it easy to work out what someone is thinking or feeling just by looking at their face","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
aq10_i10_s1_r1_e1,aq10_s1_r1_e1,,radio,"I find it difficult to work out people's intentions","1, Definitely agree | 2, Slightly agree | 3, Slightly disagree | 4, Definitely disagree",,,,,,,y,,,aq,,
ari_i1_s1_r1_e1,ari_s1_r1_e1,"In the last SEVEN (7) DAYS and compared to others of the same age, how well does each of the following
statements describe your behavior or feelings? Please try to answer all questions.",radio,"Am easily annoyed by others.","0, Not true | 1, Somewhat true | 2, Certainly true",,,,,,,y,,,ari_s1_r1_e1,,
ari_i2_s1_r1_e1,ari_s1_r1_e1,,radio,"Often lose my temper.","0, Not true | 1, Somewhat true | 2, Certainly true",,,,,,,y,,,ari_s1_r1_e1,,
ari_i3_s1_r1_e1,ari_s1_r1_e1,,radio,"Stay angry for a long time.","0, Not true | 1, Somewhat true | 2, Certainly true",,,,,,,y,,,ari_s1_r1_e1,,
ari_i4_s1_r1_e1,ari_s1_r1_e1,,radio,"Am angry most of the time.","0, Not true | 1, Somewhat true | 2, Certainly true",,,,,,,y,,,ari_s1_r1_e1,,
ari_i5_s1_r1_e1,ari_s1_r1_e1,,radio,"Get angry frequently.","0, Not true | 1, Somewhat true | 2, Certainly true",,,,,,,y,,,ari_s1_r1_e1,,
ari_i6_s1_r1_e1,ari_s1_r1_e1,,radio,"Lose temper easily.","0, Not true | 1, Somewhat true | 2, Certainly true",,,,,,,y,,,ari_s1_r1_e1,,
ari_i7_s1_r1_e1,ari_s1_r1_e1,,radio,"Overall irritability causes me problems.","0, Not true | 1, Somewhat true | 2, Certainly true",,,,,,,y,,,ari_s1_r1_e1,,
ierq_i1_s1_r1_e1,ierq_s1_r1_e1,,radio,"It makes me feel better to learn how others dealt with their emotions.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i2_s1_r1_e1,ierq_s1_r1_e1,,radio,"It helps me deal with my depressed mood when others point out that things aren't as bad as they seem.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i3_s1_r1_e1,ierq_s1_r1_e1,,radio,"I like being around others when I'm excited to share my joy.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i4_s1_r1_e1,ierq_s1_r1_e1,,radio,"I look for other people to offer me compassion when I'm upset.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i5_s1_r1_e1,ierq_s1_r1_e1,,radio,"Hearing another person's thoughts on how to handle things helps me when I am worried.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i6_s1_r1_e1,ierq_s1_r1_e1,,radio,"Being in the presence of certain other people feels good when I'm elated.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i7_s1_r1_e1,ierq_s1_r1_e1,,radio,"Having people remind me that others are worse off helps me when I'm upset.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i8_s1_r1_e1,ierq_s1_r1_e1,,radio,"I like being in the presence of others when I feel positive because it magnifies the good feeling.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i9_s1_r1_e1,ierq_s1_r1_e1,,radio,"Feeling upset often causes me to seek out others who will express sympathy.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i10_s1_r1_e1,ierq_s1_r1_e1,,radio,"When I am upset, others make me feel better by making me realize that things could be a lot worse.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i11_s1_r1_e1,ierq_s1_r1_e1,,radio,"Seeing how others would handle the same situation helps me when I am frustrated.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i12_s1_r1_e1,ierq_s1_r1_e1,,radio,"I look to others for comfort when I feel upset.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i13_s1_r1_e1,ierq_s1_r1_e1,,radio,"Because happiness is contagious, I seek out other people when I'm happy.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i14_s1_r1_e1,ierq_s1_r1_e1,,radio,"When I am annoyed, others can soothe me by telling me not to worry.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i15_s1_r1_e1,ierq_s1_r1_e1,,radio,"When I'm sad, it helps me to hear how others have dealt with similar feelings.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i16_s1_r1_e1,ierq_s1_r1_e1,,radio,"I look to other people when I feel depressed just to know that I am loved.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i17_s1_r1_e1,ierq_s1_r1_e1,,radio,"Having people telling me not to worry can calm me down when I am anxious.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i18_s1_r1_e1,ierq_s1_r1_e1,,radio,"When I feel elated, I seek out other people to make them happy.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
ierq_i19_s1_r1_e1,ierq_s1_r1_e1,,radio,"When I feel sad, I seek out others for consolation.","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",,,,,,,y,,,ierq_s1_r1_e1,,
